"state","married_couple","homeowner","customer_ID","shopping_pt","record_type","day","time","location","group_size","car_age","car_value","risk_factor","age_oldest","age_youngest","C_previous","duration_previous","A","B","C","D","E","F","G","cost","count.x","allStay","aStay","bStay","cStay","dStay","eStay","fStay","gStay","count.y","a0","a1","a2","b0","b1","c1","c2","c3","c4","d1","d2","d3","e0","e1","f0","f1","f2","f3","g1","g2","g3","g4","aFinal","bFinal","cFinal"
"NE",1,1,10136903,6,0,2,"15:34",11792,2,13,"e",NA,54,53,2,3,0,0,2,1,0,0,1,556,74,0.608108108108108,0.959459459459459,0.837837837837838,0.864864864864865,0.972972972972973,0.905405405405405,0.959459459459459,0.824324324324324,74,0.22972972972973,0.662162162162162,0.108108108108108,0.594594594594595,0.405405405405405,0.162162162162162,0.0540540540540541,0.486486486486487,0.297297297297297,0.148648648648649,0.0540540540540541,0.797297297297297,0.702702702702703,0.297297297297297,0.22972972972973,0.189189189189189,0.513513513513513,0.0675675675675676,0.297297297297297,0.405405405405405,0.148648648648649,0.148648648648649,0,0,1
"NE",1,1,10137514,3,0,4,"11:08",11143,2,6,"e",2,68,62,4,1,1,0,4,3,0,2,2,583,74,0.608108108108108,0.959459459459459,0.837837837837838,0.864864864864865,0.972972972972973,0.905405405405405,0.959459459459459,0.824324324324324,74,0.22972972972973,0.662162162162162,0.108108108108108,0.594594594594595,0.405405405405405,0.162162162162162,0.0540540540540541,0.486486486486487,0.297297297297297,0.148648648648649,0.0540540540540541,0.797297297297297,0.702702702702703,0.297297297297297,0.22972972972973,0.189189189189189,0.513513513513513,0.0675675675675676,0.297297297297297,0.405405405405405,0.148648648648649,0.148648648648649,1,0,1
"NE",1,1,10102168,4,0,3,"17:32",13855,2,14,"e",4,31,31,3,5,0,1,3,3,0,0,3,564,74,0.608108108108108,0.959459459459459,0.837837837837838,0.864864864864865,0.972972972972973,0.905405405405405,0.959459459459459,0.824324324324324,74,0.22972972972973,0.662162162162162,0.108108108108108,0.594594594594595,0.405405405405405,0.162162162162162,0.0540540540540541,0.486486486486487,0.297297297297297,0.148648648648649,0.0540540540540541,0.797297297297297,0.702702702702703,0.297297297297297,0.22972972972973,0.189189189189189,0.513513513513513,0.0675675675675676,0.297297297297297,0.405405405405405,0.148648648648649,0.148648648648649,0,1,1
"NE",1,1,10048430,7,0,0,"14:12",11712,2,9,"f",3,75,74,3,15,1,1,3,3,1,2,1,605,74,0.608108108108108,0.959459459459459,0.837837837837838,0.864864864864865,0.972972972972973,0.905405405405405,0.959459459459459,0.824324324324324,74,0.22972972972973,0.662162162162162,0.108108108108108,0.594594594594595,0.405405405405405,0.162162162162162,0.0540540540540541,0.486486486486487,0.297297297297297,0.148648648648649,0.0540540540540541,0.797297297297297,0.702702702702703,0.297297297297297,0.22972972972973,0.189189189189189,0.513513513513513,0.0675675675675676,0.297297297297297,0.405405405405405,0.148648648648649,0.148648648648649,1,1,1
"NE",1,1,10035771,6,0,4,"14:56",13378,2,2,"c",3,63,62,3,15,1,1,3,3,1,2,3,566,74,0.608108108108108,0.959459459459459,0.837837837837838,0.864864864864865,0.972972972972973,0.905405405405405,0.959459459459459,0.824324324324324,74,0.22972972972973,0.662162162162162,0.108108108108108,0.594594594594595,0.405405405405405,0.162162162162162,0.0540540540540541,0.486486486486487,0.297297297297297,0.148648648648649,0.0540540540540541,0.797297297297297,0.702702702702703,0.297297297297297,0.22972972972973,0.189189189189189,0.513513513513513,0.0675675675675676,0.297297297297297,0.405405405405405,0.148648648648649,0.148648648648649,1,1,1
"NE",1,1,10047595,6,0,3,"11:47",11712,2,12,"f",3,42,40,3,5,1,1,3,3,0,2,1,553,74,0.608108108108108,0.959459459459459,0.837837837837838,0.864864864864865,0.972972972972973,0.905405405405405,0.959459459459459,0.824324324324324,74,0.22972972972973,0.662162162162162,0.108108108108108,0.594594594594595,0.405405405405405,0.162162162162162,0.0540540540540541,0.486486486486487,0.297297297297297,0.148648648648649,0.0540540540540541,0.797297297297297,0.702702702702703,0.297297297297297,0.22972972972973,0.189189189189189,0.513513513513513,0.0675675675675676,0.297297297297297,0.405405405405405,0.148648648648649,0.148648648648649,1,1,1
"NE",1,1,10096490,3,0,0,"17:07",14304,2,1,"g",4,33,33,4,1,1,0,4,3,0,2,2,605,74,0.608108108108108,0.959459459459459,0.837837837837838,0.864864864864865,0.972972972972973,0.905405405405405,0.959459459459459,0.824324324324324,74,0.22972972972973,0.662162162162162,0.108108108108108,0.594594594594595,0.405405405405405,0.162162162162162,0.0540540540540541,0.486486486486487,0.297297297297297,0.148648648648649,0.0540540540540541,0.797297297297297,0.702702702702703,0.297297297297297,0.22972972972973,0.189189189189189,0.513513513513513,0.0675675675675676,0.297297297297297,0.405405405405405,0.148648648648649,0.148648648648649,1,0,1
"NE",1,1,10045498,2,0,3,"17:20",12634,2,10,"e",3,75,72,3,15,1,0,3,3,0,2,1,560,74,0.608108108108108,0.959459459459459,0.837837837837838,0.864864864864865,0.972972972972973,0.905405405405405,0.959459459459459,0.824324324324324,74,0.22972972972973,0.662162162162162,0.108108108108108,0.594594594594595,0.405405405405405,0.162162162162162,0.0540540540540541,0.486486486486487,0.297297297297297,0.148648648648649,0.0540540540540541,0.797297297297297,0.702702702702703,0.297297297297297,0.22972972972973,0.189189189189189,0.513513513513513,0.0675675675675676,0.297297297297297,0.405405405405405,0.148648648648649,0.148648648648649,1,0,1
"NE",1,1,10018531,7,0,0,"11:01",12894,2,14,"d",3,43,37,3,13,0,1,3,3,0,0,4,546,74,0.608108108108108,0.959459459459459,0.837837837837838,0.864864864864865,0.972972972972973,0.905405405405405,0.959459459459459,0.824324324324324,74,0.22972972972973,0.662162162162162,0.108108108108108,0.594594594594595,0.405405405405405,0.162162162162162,0.0540540540540541,0.486486486486487,0.297297297297297,0.148648648648649,0.0540540540540541,0.797297297297297,0.702702702702703,0.297297297297297,0.22972972972973,0.189189189189189,0.513513513513513,0.0675675675675676,0.297297297297297,0.405405405405405,0.148648648648649,0.148648648648649,0,1,1
"NE",1,1,10033706,3,0,0,"16:39",10489,3,15,"e",1,70,22,3,6,2,1,3,3,1,3,1,567,74,0.608108108108108,0.959459459459459,0.837837837837838,0.864864864864865,0.972972972972973,0.905405405405405,0.959459459459459,0.824324324324324,74,0.22972972972973,0.662162162162162,0.108108108108108,0.594594594594595,0.405405405405405,0.162162162162162,0.0540540540540541,0.486486486486487,0.297297297297297,0.148648648648649,0.0540540540540541,0.797297297297297,0.702702702702703,0.297297297297297,0.22972972972973,0.189189189189189,0.513513513513513,0.0675675675675676,0.297297297297297,0.405405405405405,0.148648648648649,0.148648648648649,2,1,1
"NE",1,1,10020619,8,0,0,"17:16",13378,2,2,"e",4,28,24,3,9,1,0,3,3,0,2,3,595,74,0.608108108108108,0.959459459459459,0.837837837837838,0.864864864864865,0.972972972972973,0.905405405405405,0.959459459459459,0.824324324324324,74,0.22972972972973,0.662162162162162,0.108108108108108,0.594594594594595,0.405405405405405,0.162162162162162,0.0540540540540541,0.486486486486487,0.297297297297297,0.148648648648649,0.0540540540540541,0.797297297297297,0.702702702702703,0.297297297297297,0.22972972972973,0.189189189189189,0.513513513513513,0.0675675675675676,0.297297297297297,0.405405405405405,0.148648648648649,0.148648648648649,1,0,1
"NE",1,1,10088592,4,0,3,"12:20",11712,1,3,"e",3,75,75,3,1,2,0,3,3,0,3,1,587,74,0.608108108108108,0.959459459459459,0.837837837837838,0.864864864864865,0.972972972972973,0.905405405405405,0.959459459459459,0.824324324324324,74,0.22972972972973,0.662162162162162,0.108108108108108,0.594594594594595,0.405405405405405,0.162162162162162,0.0540540540540541,0.486486486486487,0.297297297297297,0.148648648648649,0.0540540540540541,0.797297297297297,0.702702702702703,0.297297297297297,0.22972972972973,0.189189189189189,0.513513513513513,0.0675675675675676,0.297297297297297,0.405405405405405,0.148648648648649,0.148648648648649,2,0,1
